46.67	86.27
46.67	86.28
46.67	86.28
46.67	86.28
46.66	86.28
46.66	86.28
46.66	86.29
46.66	86.29
46.66	86.29
46.66	86.3
46.66	86.3
46.66	86.3
46.65	86.3
46.65	86.31
46.65	86.31
46.65	86.31
46.65	86.31
46.65	86.32
46.65	86.32
46.65	86.32
46.64	86.33
46.64	86.33
46.64	86.33
46.64	86.34
46.64	86.34
46.64	86.34
46.63	86.35
46.63	86.35
46.63	86.35
46.63	86.36
46.63	86.36
46.63	86.36
46.63	86.37
46.62	86.37
46.62	86.38
46.62	86.38
46.62	86.39
46.61	86.39
46.61	86.4
46.61	86.4
46.61	86.41
46.61	86.41
46.6	86.42
46.6	86.42
46.6	86.43
46.6	86.44
46.59	86.45
46.59	86.45
46.59	86.46
46.58	86.47
46.58	86.48
46.58	86.49
46.57	86.49
46.57	86.5
46.57	86.51
46.56	86.53
46.56	86.54
46.55	86.55
46.55	86.56
46.54	86.58
46.54	86.59
46.54	86.6
46.53	86.62
46.52	86.63
46.52	86.65
46.51	86.66
46.51	86.67
46.5	86.69
46.49	86.7
46.48	86.72
46.48	86.74
46.47	86.76
46.46	86.78
46.45	86.79
46.44	86.81
46.43	86.83
46.43	86.85
46.42	86.87
46.41	86.89
46.4	86.91
46.39	86.94
46.38	86.96
46.37	86.98
46.36	87.01
46.35	87.04
46.33	87.06
46.32	87.09
46.31	87.11
46.3	87.14
46.29	87.16
46.27	87.19
46.26	87.22
46.24	87.26
46.23	87.29
46.21	87.32
46.2	87.35
46.18	87.39
46.17	87.42
46.16	87.46
46.14	87.5
46.13	87.53
46.11	87.57
46.1	87.6
46.08	87.64
46.07	87.68
46.05	87.72
46.04	87.76
46.02	87.8
46	87.84
45.98	87.88
45.97	87.92
45.95	87.96
45.93	88.01
45.91	88.05
45.89	88.1
45.88	88.15
45.86	88.19
45.84	88.25
45.82	88.3
45.8	88.35
45.78	88.4
45.76	88.45
45.74	88.51
45.71	88.56
45.69	88.61
45.67	88.66
45.65	88.72
45.63	88.78
45.6	88.84
45.58	88.89
45.56	88.96
45.53	89.01
45.51	89.07
45.49	89.13
45.46	89.19
45.44	89.26
45.41	89.32
45.39	89.38
45.36	89.45
45.33	89.52
45.31	89.59
45.28	89.66
45.25	89.72
45.22	89.79
45.2	89.86
45.17	89.94
45.14	90.01
45.11	90.08
45.09	90.16
45.06	90.24
45.03	90.31
45	90.39
44.97	90.47
44.94	90.55
44.9	90.63
44.87	90.71
44.84	90.79
44.8	90.88
44.77	90.96
44.74	91.04
44.7	91.13
44.67	91.22
44.64	91.3
44.6	91.39
44.57	91.48
44.54	91.58
44.5	91.67
44.46	91.76
44.42	91.85
44.38	91.94
44.35	92.04
44.31	92.13
44.26	92.23
44.23	92.32
44.18	92.42
44.15	92.52
44.11	92.62
44.07	92.72
44.03	92.83
43.99	92.93
43.95	93.03
43.91	93.14
43.87	93.24
43.82	93.35
43.78	93.45
43.73	93.55
43.69	93.65
43.64	93.76
43.59	93.87
43.55	93.99
43.51	94.1
43.46	94.21
43.41	94.32
43.37	94.43
43.32	94.54
43.28	94.66
43.23	94.78
43.19	94.89
43.14	95
43.09	95.12
43.04	95.25
42.99	95.36
42.94	95.48
42.89	95.59
42.84	95.71
42.79	95.84
42.73	95.96
42.68	96.08
42.63	96.21
42.58	96.33
42.53	96.45
42.47	96.58
42.42	96.71
42.36	96.84
42.31	96.97
42.26	97.1
42.2	97.22
42.15	97.35
42.1	97.48
42.04	97.62
41.99	97.74
41.94	97.88
41.89	98.01
41.83	98.15
41.77	98.29
41.71	98.42
41.65	98.55
41.59	98.68
41.54	98.81
41.48	98.95
41.42	99.09
41.36	99.23
41.3	99.36
41.24	99.5
41.18	99.64
41.12	99.78
41.06	99.92
41.01	100.06
40.95	100.21
40.89	100.35
40.83	100.49
40.77	100.63
40.7	100.77
40.64	100.92
40.57	101.06
40.5	101.21
40.44	101.35
40.37	101.5
40.32	101.64
40.25	101.79
40.19	101.94
40.13	102.09
40.06	102.24
40	102.39
39.93	102.53
39.86	102.68
39.79	102.84
39.72	102.98
39.65	103.14
39.57	103.29
39.5	103.44
39.43	103.59
39.36	103.75
39.29	103.9
39.22	104.06
39.15	104.21
39.09	104.37
39.02	104.53
38.95	104.68
38.87	104.84
